idx,name,init_energy,final_energy,rms
0,5439040_12529118,130.77059632680186,-39.64930109097392,0.9007861777773338
1,8254302_12529118,957.2546345163896,-44.349467195847026,1.7005433520396978
2,11353774_13812584,105.35136895149647,-20.41594792721053,0.9288675220162372
3,5439040_15082468,118.42673758706958,-49.833348161743096,0.9109686376530618
4,136551_18336802,463.80655047286416,7.880862164227445,1.0076672580971886
5,136551_9436080,520.9748368678087,28.716374914709107,1.1481552222578602
6,10719886_13242790,55.59262092511071,-92.81040214502946,1.4965534392196522
7,15106796_14927978,55.59262092511071,-92.81040214502946,1.4965534392196522
8,17547526_13812584,2208.0918622568265,-61.20803661662764,1.6149323422381914
9,7917780_2692250,302.6093603052338,-10.586186265712392,1.2021740980665074
10,15429296_13242790,183.07813091458576,24.014754510339486,1.2365258620524575
11,15429296_5057754,170.59058258682361,27.619068371365728,1.129589575456489
12,10719886_5057754,39.26883711802867,-92.73924365020656,1.8253452791048133
13,15106796_17020606,69.2044429032925,-78.61427132877756,1.54209304474007
14,15106796_7306806,39.26883711802867,-92.73924365020656,1.8253452791048133
15,13192816_12889086,396.90852840010507,-24.193943802146983,1.0935393775390754
16,13192816_12889108,191.7334305050072,-17.348907754170078,1.2174820195004152
17,8254302_15082468,2379.4535927179195,-51.47910782851042,1.8975517957850474
18,14243732_13812584,66.7113473398893,-38.66884893740142,0.8209884514874936
19,3173204_2692250,318.83965261987873,-16.760632300585137,1.1413737926272045
20,136551_9316002,441.198575655258,-12.796541748250867,1.2878676335938335
21,136551_16783550,530.1816873365783,29.94535078470004,1.0664530025907124
22,136551_11675818,525.1336660647041,27.8467892913795,1.0716578387781068
23,10719886_16891020,991.0950867389915,-88.7931932907553,1.8984282102473868
24,15429296_16891020,2161.448930589255,28.573593248414028,1.9713373959856344
25,15106796_16891006,991.0950867389915,-88.7931932907553,1.8984282102473868
26,13192816_2690878,459.86758867037906,-26.53703284824462,1.0044795947136564
27,13192816_11756754,184.31163991237634,-17.635756571223496,1.4160628679968044
28,13192816_12889110,456.14936453845615,-26.4117703970513,1.1111379422926624
29,13192816_12914518,185.63689888763093,-46.542004273567066,4.104575425209638
30,8323410_8324790,462.9368958499875,34.40510995021579,1.0985653794762296
31,8323410_13389972,221.62534018132487,51.72305949040734,1.0981712440673088
32,7877430_15767252,64416.92130913688,-10.92357029743632,1.634192707220094
33,8600480_13812584,7217.03971323766,-58.744369251998684,1.7206683618163205
34,9163420_13812584,2250.707600975701,-22.96780911710743,1.0368847969029313
35,14576950_13812584,348.36824919485866,21.6654636508651,0.9983173324001164
36,16502284_13130090,65.14454062330749,-32.5830740524805,1.2992632643881166
37,16502284_9350186,46.57595244180335,-31.34085553815723,2.131844679766765
38,16502284_15069452,764.8154620276933,-49.91069205799286,1.404618384807933
39,16502290_15069456,764.8154620276933,-49.91069205799286,1.404618384807933
40,10719886_13237142,62.69464942848353,-90.51924162393249,2.034309859961122
41,15106796_17019788,62.69464942848353,-90.51924162393249,2.034309859961122
42,15106796_13311508,22.150905674056517,-108.35951964596404,1.8398877408160277
43,14082180_16891002,2101.930808234836,33.81476512205663,1.5950597832110043
44,10994018_13488548,2016180.8945852227,-64.85580836748544,2.121692829817979
45,17636494_2559316,2010.7628890535916,38.46329850992185,2.383880926512903
46,13192816_12914504,627.1401872536496,-22.39233057283198,1.1849944912098627
47,8323410_12914522,222.47472069882213,34.718103314970406,0.9495429469182193
48,8323410_12914508,598.8655424483576,39.75322693640956,1.1206017104098112
49,7877430_8900084,63366.63138938377,-43.214156703577466,3.0739096231691816
50,7974916_13812584,32644.714982392135,-31.92881341389893,1.0932268695860259
51,16511324_13812584,15347.402254801656,-32.702109225439656,1.3195150829283424
52,9878128_13812584,237630.47094207339,-31.59413851838353,1.6100398140682415
53,14243732_12529118,91.15314709819788,-51.87449017685366,0.929157873885763
54,16502284_13236630,82.26979920782645,-38.54706325017682,1.3784699067318427
55,16502284_15245280,300.0363449263772,-33.39491986712008,1.3547499812060975
56,16502290_15245284,300.0363449263772,-33.39491986712008,1.3547499812060975
57,136551_16733950,425.6347724806137,-22.41929297231556,2.282493855647495
58,103203_10150470,47.4017697285922,-227.76225266245297,1.1299726676477557
59,5439040_17795962,136.1740285282016,49.818489206325985,1.2223586982627808
60,5439040_10684240,231.13693642074543,-27.757277268361115,0.7547416343670164
61,10159614_15699530,755408.4584492643,24.897974030993566,2.2456901519688803
62,15429296_13237142,182.17738553710885,26.44423956920795,1.678377221535448
63,15429296_15158326,204.17712929276027,19.94365918696971,1.5895893928278353
64,15106796_15143900,60.31195996641672,-87.43774553395578,1.8923612354717492
65,14082180_14722408,174.07334129731458,13.110113892415583,1.5474362281983145
66,10109762_10994600,61.07679921705936,-6.992110739359646,1.052534459843907
67,4861894_2559316,587.0758794678824,23.44408495673226,1.408342640296248
68,13192816_9285976,1217.4620360479532,-34.50930269763545,0.9048415766429477
69,13192816_15744100,1216.4780532600944,-48.24543913021306,1.5147077466211247
70,13192816_17798684,1215.182012962254,-47.62330294361955,1.9570468790902487
71,8323410_9285980,1266.8445530982096,28.602510577781928,1.4789045305415514
72,8323410_15744104,1229.9669949928639,18.767185867368568,1.3225331726213638
73,15782254_8324790,452.79871001228264,14.73262577989189,1.0118003079088043
74,8323410_17798688,1227.753519163154,27.243454930251332,1.0868912414772511
75,15782254_13389972,209.359548338742,30.64969860805148,1.1982942982726705
76,15782254_12914522,211.95734090541305,14.832506143793836,0.8930387708166938
77,7965242_16783806,1548.5703793356429,66.74124925388588,2.3687536378407046
78,10432788_17028856,325.6579703480548,116.07057894022034,1.8070023489835556
79,7877430_9736552,60079.075333152556,-37.78845289165374,2.4754847999783194
80,9142824_15767252,482013.2237238209,-29.942892877470264,2.7410927478674054
81,11686226_13812584,469.76123643734127,-12.893364582083997,1.2713993483139279
82,7877430_12360400,70004.56941111856,-4.328128058693309,3.6225342228031225
83,9142824_8900084,448668.65031686623,-24.07559265027038,3.441668706647184
84,12110574_13812584,4363762.956957182,-55.485440930424375,3.6804643925093727
85,5439040_13812584,8948.646937465186,-27.655761205056685,1.2679014443337762
86,7877430_10804218,66577.91571274618,-38.86624231220833,2.924159541394459
87,16502284_14721170,65.32369158529391,-32.65491064883156,1.464892563465171
88,16502284_13237526,83.01777770860747,-13.896221179058784,1.251416927547504
89,16502290_14721174,65.32369158529391,-32.65491064883156,1.464892563465171
90,13598828_15540010,61.60041534119391,-8.831316146548915,1.0556040533439897
91,14795904_17542602,892.8685417761884,44.55514904998413,2.033881499273491
92,5439040_7297202,147.44882740671483,62.20121745379684,1.2457848649142982
93,14795912_17542604,892.8685417761884,44.55514904998413,2.033881499273491
94,18324806_13242790,2755.9825538511877,-168.643750263264,1.6539309353163019
95,17636494_7687082,2019.073847763205,28.159717767551797,1.5148571902265042
96,17636494_6361308,3478.156212226119,40.460448598005264,2.3685686071189744
97,17636494_13463788,4473.603194125894,31.268324786944632,2.518425904617251
98,13192816_15095414,170.79009547101845,-9.140086976368124,1.7818974501255338
99,13192816_18323494,192.4890192623651,-29.88762305640779,3.888187533375788
100,8323410_15095420,196.5524443333732,62.06548881734838,0.6045635913486237
101,15782254_12914508,610.9442344257136,20.09570767791199,1.0296754180128789
102,15782254_9285980,1246.736972021912,10.21941333925436,1.113365827529533
103,15782254_15744104,1199.4379727821233,-1.668623323165832,1.3597084263850325
104,15782254_17798688,1206.3901835576885,7.743743200643777,0.878385700572394
105,2990592_15414348,296.9943325033304,56.6827607879592,4.051425076922403
106,13225800_13812584,104.70795272912086,-36.48632882306616,0.6803924789047273
107,9154174_13812584,16939.166567886314,1.4883364408376707,2.168904345396726
108,16511324_12529118,14799.598182754926,-42.954970528578926,1.4426776798099987
109,9142824_9736552,491410.11806398496,-25.9591315463449,2.3467799688830544
110,9209352_13606302,295.5782715685579,18.5867289822906,1.4653770324373356
111,9142824_10804218,481059.10545187985,-52.45862689001832,2.8448761797060325
112,13776052_13812584,59.8941398200871,-37.78078444592778,0.9906134321868206
113,16502284_15415546,27656.485832993556,-14.886934489837529,1.3052847384811908
114,16502290_15415550,27656.485832993556,-14.886934489837529,1.3052847384811908
115,17649684_11730220,425.9658025586977,-4.373271424057222,1.1419639219190871
116,136551_16783774,779.3398375123761,-7.184551114427663,1.9038364394534388
117,136551_9155896,444.76837793141516,-23.14201656686268,0.9913191502891289
118,136551_12888692,350.60927769314003,-68.66812447933903,1.1164224079322043
119,136551_9447060,437.2505691683533,5.015345825491238,1.7785336484578147
120,17850706_7466342,840.8562625175143,78.8994587327237,7.2396006969490845
121,104304_117843,1129929343.9454265,-31.807008613499463,3.984889272386137
122,5439040_13437664,22141.137062197682,-23.55950865919703,2.665543446557427
123,5439040_6463650,215.87978277270992,-24.122163890386517,0.933053818967902
124,8254302_17795962,586.2283209400254,50.48449332587009,1.2386099150509908
125,8254302_10684240,777.9235106421692,-31.37655348971642,1.4863380103365464
126,15705300_15158326,2683.0069416823494,-58.28168408944765,1.7837381596827993
