idx,name,init_energy,final_energy,rms
127,10719886_15158326,55.66067733159331,-98.53267365474571,1.9141397334098293
128,14179262_13242790,20095.194159859937,-149.00157111104718,1.5661096212452468
129,18324806_16891020,3646.8439099733996,-168.57786566137398,1.8815212566709882
130,15705300_5057754,2280.0811707609028,-50.13308541529287,1.7074945734746219
131,10719886_5369320,188.56063525413504,-75.41582749065428,2.0484163359349536
132,15259268_5057754,134.8463409893047,-19.011149968990097,1.3497585589747405
133,14600326_14927978,20095.194159859937,-149.00157111104718,1.5661096212452468
134,14600326_17020606,20532.684878155862,-135.2759471861524,1.5876449758997146
135,15106796_7305876,188.56063525413504,-75.41582749065428,2.0484163359349536
136,15705276_11990312,95.13049842219533,28.98282067740942,0.7576579033828126
137,4861894_7687082,564.0662449873768,6.627021206187628,1.4121251422427807
138,4861894_6361308,1884.7499202951433,30.333549093666733,1.654893611720749
139,4861894_13463788,3309.5099572693675,21.74319295011253,1.7696748743730362
140,13192816_13637920,162.92005302232508,-37.18459177589688,1.1535474969211434
141,13192816_12889028,532.1156233383002,-21.425526834707348,1.1309090898954126
142,13192816_12914490,486.2608933105884,-28.091409168052415,0.7956187234882826
143,8323410_8325028,346640.6678592684,36.241125221724836,1.1258671811908278
144,8323410_13837816,182.54179558764514,34.861925361443916,0.7528489877031195
145,11620030_16783806,83238591.34012757,77.52267701956151,2.568321611195315
146,13161098_9447060,48250.48757530738,31.77457712491626,1.0403469440419513
147,8761218_9447060,3988.594208851803,71.4096424060067,1.6720208417758657
148,7357532_14476056,24020.10473056379,47.00183138332208,2.3679503081177335
149,16517454_12529126,223.28974053222058,6.321881173613093,4.30315825936351
150,7877430_8861040,62103.77176550787,19.96556480941978,2.3739583512109883
151,13428536_14650108,119.00959028900522,3.5403069135576217,1.1033003063390971
152,13595836_13812584,1354.5653562576467,-129.76134069643973,2.5761175151391487
153,9142824_12360400,509451.33456319635,10.324498044051904,3.4743419418273063
154,9047810_13812584,536.1732722959961,-11.789189951402363,1.096842042346107
155,8254302_13812584,9731.18037646522,-33.77414628189599,1.6377601239754769
156,11353774_12529118,163.97753076743584,-19.247355844975182,1.2949356928142342
157,7207320_12529118,816.2963404663501,8.024310590765808,1.1751488047614504
158,14795908_13812584,254.05557907997465,7.869674492550381,2.1668734232492257
159,7207320_13812584,742.046213332868,10.148409489608213,1.939589916332211
160,7633668_13812584,258.4654846368445,-44.431604511759765,1.2061611955596616
161,13776052_12529118,87.70214888542358,-51.87846992633092,0.8348892355322121
162,13161108_4603376,48250.48757530738,31.77457712491626,1.0403469440419513
163,8761228_4603376,3988.594208851803,71.4096424060067,1.6720208417758657
164,16502284_17064008,731.284123944874,29.6931784154786,1.2660507132720893
165,16502284_13756968,51.03963754788997,-19.234839245080764,1.06368297522558
166,16502284_15260192,171.05063907508418,-78.78876307960171,1.167967267963655
167,16502284_17596202,41.78038260709705,-51.90031102624475,1.9854616279609425
168,16502284_13237504,73.45907777040141,-25.094954724074768,1.1945996733381
169,16502284_16715582,50.845641362890575,-42.204967583493925,1.1828776693345684
170,16502284_15714050,373.10989178835064,-22.28519974080639,1.288169530288225
171,16502284_8287836,95.402401874867,-26.721710333642363,1.2432448346013705
172,16502284_17782864,47.82102373320055,-17.227260243900673,1.031696745013158
173,16502284_5057760,13860.182262580418,-28.735075896776138,1.5117655361285938
174,16502290_13756972,51.03963754788997,-19.234839245080764,1.06368297522558
175,16502290_15260196,171.05063907508418,-78.78876307960171,1.167967267963655
176,16502290_17596206,41.78038260709705,-51.90031102624475,1.9854616279609425
177,16502290_16715586,50.845641362890575,-42.204967583493925,1.1828776693345684
178,16502290_15714054,373.10989178835064,-22.28519974080639,1.288169530288225
179,16502290_17782868,47.82102373320055,-17.227260243900673,1.031696745013158
180,12636426_9818818,1631.6646732969716,-151.3717235476254,2.494566154366252
181,8371056_9818818,902.5030657550965,-191.10996701384897,2.217399067602504
182,9348832_13237968,12966.190568521473,-29.459360965401657,4.877545642355414
183,136551_16783800,298.43298921642224,-22.723083121935446,1.2674705985009602
184,136551_12888694,514.6454688068798,6.0804740257625625,5.592633052116528
185,136551_16783810,505.97824745038776,31.943123169682842,2.198258955717235
186,18341428_7466342,2847.7868511768347,79.07453253269935,6.909711600533148
187,10903180_12065724,14.151435327618342,-39.62627522569605,1.616001786262835
188,11757952_12065726,14.151435327618342,-39.62627522569605,1.616001786262835
189,10903302_12065728,14.151435327618342,-39.62627522569605,1.616001786262835
190,4603378_486064,92.33885882086604,36.89612030061688,2.9284851014540423
191,14795904_17567716,749.7209861007354,52.12602341652486,1.9891641747287767
192,14795904_17644210,404.44042194391454,56.09884779506728,1.3062834526500329
193,8254302_7297202,593.6647150860567,63.64657994835379,1.2187451322030651
194,14795908_10684240,239.5822968780111,10.046019812476253,1.6695697077973393
195,5439040_13971642,15074.912327578846,-43.870969728637384,1.3445863632865869
196,8254302_13437664,23401.56205821826,-25.07077622366014,1.881600303482719
197,5439040_15766326,248.65065980735835,123.05065825859481,1.3631537517129215
198,154757_17542604,845.7185960931652,1.369485959333197,1.434625422866697
199,16898626_17781948,329.2197560724277,59.96729186889874,1.4273707859697315
200,6548110_17781970,1449.6475637963842,21.76262054204176,1.5019598082845802
201,8845326_9155896,3457.1575235956743,-75.33599994896605,2.5678843350674767
202,14033726_5057754,126.83964595992319,-55.970989156147795,1.3002167414723262
203,10719886_13239356,869.4509203682619,-91.80819928590648,1.8277660899042116
204,15259268_15158326,180.67822818987742,-25.74484321267292,1.5228183084227895
205,10719886_13241674,77.37242668321898,-70.61292096259008,2.8744260221835822
206,10719886_14049208,1175.7777153257523,-102.14328812998153,2.112238019047274
207,10719886_13234156,165.91865654935955,-67.35000596734012,1.9849096780709201
208,15429296_13239356,1976.5624860752841,25.90385095695052,2.1713224201012054
209,15429296_13237110,215.5278381371033,34.03284347230155,1.1517837062710137
210,10719886_13216992,126.07996916882033,-70.01937600804166,1.5601813534157307
211,15736782_13242790,4418.049308074171,-35.62378604908211,1.786558818987121
212,15106796_17021750,100.9176274060504,-77.2828039858748,2.826667082944249
213,15106796_17019318,77.37242668321898,-70.61292096259008,2.8744260221835822
214,15106796_16712276,91.01461076924929,-79.09345332621014,2.0996416949528647
215,15106796_17021958,1175.7777153257523,-102.14328812998153,2.112238019047274
216,15106796_7310138,165.91865654935955,-67.35000596734012,1.9849096780709201
217,15106796_13216972,126.07996916882033,-70.01937600804166,1.5601813534157307
218,18336670_14927978,4418.049308074171,-35.62378604908211,1.786558818987121
219,17799922_2559316,68260.02436097778,31.691663792189843,1.4961405206537803
220,15705276_15770548,4051.4162133684804,31.31844878666999,1.6223888647280493
221,10994018_10994600,-82.0974828463674,-121.16627162794671,0.9735775159485134
222,451172_2559316,429.8463284838007,22.79799900358843,1.0922678749386376
223,7876894_2559316,21277.03379599057,-32.51465650461641,0.9396299702189408
224,4861894_11570926,587.3597008958056,24.86876922092182,1.2875407729244257
225,4840920_6361308,3786.4466636400357,-34.41563000043174,1.3510476939884712
226,13192816_13259800,625.3459035267568,-22.61173928457383,0.9895542186163261
227,15782254_15095420,203.47197482956676,40.9770596291544,1.8895156412561582
228,8323410_12914494,491.45649504621997,33.47631432469589,1.1176959295039242
229,8323410_8324800,261.61476072355356,34.57623382568377,3.8257419607111998
230,10211696_15414348,503.2301421759609,59.38896258106299,1.2988371174174018
231,2990592_10706194,279.47644821750396,8.609231724827794,3.645631697904757
232,13441892_15414348,264.79868816355696,66.19459810127107,3.92818120610011
233,7283258_16783806,1686.2129466243964,92.40650769414614,2.1294652130423017
234,8634620_9447060,12999035.863488333,31.046820230123487,4.349936600831025
235,293918_9447060,1159.0505154271552,60.27457580711434,1.901083758987222
236,15757618_13812584,148.8503282981747,11.094777732516292,1.2963101903838414
237,9142824_8861040,487700.6192343505,10.341970080783849,3.7622722940727478
238,2349544_15767252,220.166936189362,-38.94348091175999,2.0205901013397907
239,80376_13812584,126.69147426938214,-10.914439791009855,1.0581195291921628
240,2349544_8900084,236.50296340043604,-47.18599322061375,2.118076397889284
241,11353774_13606302,1834.651646303805,18.253138752606233,2.681579213120143
242,12632936_13812584,116.37210386444762,-31.434487912489878,1.4036415608709234
243,7866972_13812584,2120.679383690859,-23.59088218114624,1.5130463996318924
244,12156328_13812584,15727.770437231336,-57.13150013204957,3.123715018223111
245,8254302_787834,957.715586270295,-31.238342622616315,2.7974674425399235
246,8634632_4603376,12999035.863488333,31.046820230123487,4.349936600831025
247,16502284_15613732,613.9510831402902,-57.99286631367278,1.48539423778975
248,16502284_13237260,72.57699311835337,-14.345464599721794,1.273908417860688
249,16502284_14415196,62.45060166181641,-34.9028713344462,4.893959875728265
250,16502284_17543128,45.716055626420285,-34.429652742836936,1.0274230737426764
251,16502284_12065080,75.86871895875143,-16.870575077270104,1.3368137208094417
252,16502284_7312524,73.09077503697094,-27.469288134531922,1.4134080083126683
253,16502284_14651674,58.45076711405349,-22.370323382859937,1.1275717710549438
254,16502284_13232296,14100.033061226377,-25.700471025689083,1.4271510852959919
255,16502284_13239440,8429.416055663756,-49.85822457781535,1.6880057064340372
256,16502284_12523130,12944.199414785886,-14.54334249777051,1.6198692790130687
257,16502284_7313198,1446.909257359919,-41.57660959660018,1.4274214624333224
258,16502284_10870290,55.040867084976284,-29.543399646175587,1.619085693999738
259,16502284_8287150,1153.9125158926756,-33.63108970080667,2.542337638978729
260,16502284_16481714,836.4578719550638,-38.72015272605367,1.3109210308985944
261,16502290_15613736,613.9510831402902,-57.99286631367278,1.48539423778975
262,16502290_14415200,62.45060166181641,-34.9028713344462,4.893959875728265
263,16502290_17543132,45.716055626420285,-34.429652742836936,1.0274230737426764
264,16502290_12065084,75.86871895875143,-16.870575077270104,1.3368137208094417
265,16502290_13456150,73.09077503697094,-27.469288134531922,1.4134080083126683
266,16502290_14651678,58.45076711405349,-22.370323382859937,1.1275717710549438
267,16502290_12523132,12944.199414785886,-14.54334249777051,1.6198692790130687
268,16502290_16481718,836.4578719550638,-38.72015272605367,1.3109210308985944
269,17649684_11730156,430.5008566712735,-10.812031676623292,1.169271002295226
270,8200056_9435970,47.58219950224541,-32.41497759832474,1.2774509453638887
271,12155354_13237968,234.471798889629,-145.59718106531494,1.435051997084762
272,13067800_17012686,234.471798889629,-145.59718106531494,1.435051997084762
273,136551_17069022,747.5405032946999,-8.177435766621898,1.893647615764364
274,136551_16783806,505.1407416785073,-14.660506332712039,2.5642426310850137
275,136551_2502090,339.4901731299089,-83.14883598527567,0.9780096758229995
276,136551_15479876,564.1857051524031,38.74824845716174,5.603266424049205
277,136551_15699528,560.5716824336076,37.75329676992889,5.584019139997469
278,136551_15605804,497.8046068281149,-13.84292159384993,7.005881368989624
279,14947616_7466342,1676.1375327682144,84.60509778873093,7.162744354413249
280,12420944_16776178,590.8552266690219,-173.8448883190739,2.6518852412603855
281,17843240_12014096,500.3162597202114,-99.59771882913476,1.2050790237599995
282,16608100_12065724,24.178639321950705,-28.802900889271378,1.5885677987909104
283,9647738_12065724,14.62104815235669,-41.00748436211518,2.0601640927051554
284,16502284_15161578,-27.470903280988423,-99.71448572376738,0.6642103763904094
285,16502284_13241870,87.43833664975708,-91.35464844517146,0.7478442987357156
286,16502284_13310674,14571.823337727423,-13.658059122278331,1.3307373630187493
287,9647790_12065726,14.62104815235669,-41.00748436211518,2.0601640927051554
288,14428464_12331208,15524.691737581445,32.13637630844495,2.2073750402165517
289,16502294_13090230,28.141112040221117,-47.11925979373015,0.5958155214772134
290,9647760_12065728,14.62104815235669,-41.00748436211518,2.0601640927051554
291,14590316_13237968,606.2330779590709,-17.926497218681334,1.0582742438651136
292,7968502_10684240,406.53984107135847,-25.321042253019527,1.105682030709728
293,7968502_17795962,411.42637056661965,54.8601011720949,1.880958893128536
294,5439040_13035966,211.44151753448216,-22.62017222465218,0.6600058770680761
295,8254302_787834,673.8172826585666,-31.238524681687302,2.8062549605956546
296,7968502_7297202,425.2957053982907,68.0631565825675,1.7394223588021855
297,5439040_16954990,6992323.696617027,8.06203591362572,4.165545426109423
298,17650344_15699530,22750.527178436492,2.0993081436601457,1.1875921228864221
299,12865624_15699530,5985.910506135253,33.519423061411345,1.1999089666758078
300,16608232_14927978,2503.8208201925677,38.58185979133023,1.4544300661698442
301,16608232_17020606,2534.5441632556654,52.735737561001486,1.4361263752194042
302,13237812_11757914,40.821392059948955,-118.79217445296106,0.7998568308965601
303,14179262_13237142,24724.350038329983,-148.64614880142113,1.7614806730834331
304,15429296_13241674,179.0678609740554,45.63014204174604,3.0181437673839184
305,10719886_13237110,75.42333683476863,-80.41540614845555,1.323797859625814
306,15429296_13216992,217.03833453410104,46.95204045307261,1.4492153220934898
307,13239718_13242790,63.16839328776943,-35.19261024995929,1.1529518765353899
308,15106796_14722410,134.72641093839354,-106.08303894387996,1.7191575750630081
309,18336670_17020606,4738.127817517774,-21.724574553648836,1.7996985204300484
310,14600326_17019788,24724.350038329983,-148.64614880142113,1.7614806730834331
311,15106796_17011322,75.42333683476863,-80.41540614845555,1.323797859625814
312,8861256_14927978,63.16839328776943,-35.19261024995929,1.1529518765353899
313,14927792_10972694,59.2670101898685,-18.466392875793915,1.0516807571181248
314,14082180_14092560,99.8982620086159,33.704031107184896,0.8109149036753717
315,12101990_10994600,96002.65944789894,-86.17031254772672,1.3039070511512165
316,7838200_2559316,255936.60195758447,25.43103134286867,2.3753241736596165
317,8269088_2559316,448.3804290229958,43.31464587861102,0.9557797018331159
318,7876894_7687082,21064.568492941173,-49.78949434648904,0.970495601807188
319,451172_7687082,466.70046602836743,6.2026469077980835,1.106572109392559
320,10547742_2559316,389.1248636995727,41.09007110178448,1.1586685862503514
321,13192816_13026620,10728.206149096224,-11.295913645975759,2.746486110846333
322,13192816_15608836,147.48900412972233,-47.16475851824984,1.2784775601653464
323,13192816_14589556,241.78661074570846,-43.76499610000347,5.698590209435186
324,13192816_14575768,166.13617010856058,-34.17061704158307,1.098295104794781
325,8323410_13026626,8613.795876527642,51.08155011915022,5.519610325862806
326,15782254_8325028,360721.73619708384,16.349137488135085,1.049898789274022
327,15782254_13837816,172.56423663884465,14.774421457188495,0.7102511409465333
328,8323410_8325186,462.3224875213985,49.58674959281827,1.0080260668379153
329,10211696_3081210,2418.9425634651802,40.3825566457522,1.2636187489090691
330,10211696_9818520,781.1847032529334,9.531490979607682,1.1185008523937585
331,10267292_9447060,705.5567246882435,98.4877859441414,1.853020437796999
332,13161098_16783810,39679.22855814457,61.06159936881096,1.0092624239267831
333,8761218_16783810,3758.0908492724698,104.54713593006142,1.5291360922346535
334,11567532_16783806,1585.2565489016033,88.89710158266317,2.1651131414917284
335,8761218_16783806,3256.958186919702,38.7659656493581,3.233104307979718
336,11353364_16783806,10269.212734640623,40.87261437519445,3.4272530315086067
337,7794086_9447060,65549.99613842156,59.32523837532849,1.7749827938971283
338,14797158_9447060,32191.10752245003,86.35605266995681,3.3831218110195476
339,9780944_13812596,274.60825250326525,51.537615088467795,3.027144154938296
340,13586762_13812596,1076.1988390729723,62.62748163701949,5.030387938908425
341,14078462_14320174,12533.808064708055,105.33874535235097,0.7551160542951973
342,9140810_13812584,405.4130444775322,-14.229218905284348,1.3769747333113047
343,8751440_13812584,1000.3533551436636,-14.641419418896781,1.4090681472071975
344,12432940_13812584,356390118.26948977,-29.022329812370884,1.833347666661676
345,16607720_13812584,50.8712029669574,-77.47997947266413,0.9329295834463551
346,5439040_6463650,137.3507204234699,-24.12359376515692,0.8867231591452893
347,9164270_13812584,2304.7780172019084,-14.913041118106626,1.1072412112694987
348,8158874_15082468,261.9673520566268,-53.52113182734772,1.7549650985713456
349,14243732_15082468,75.38389476763308,-61.432441746392236,0.9229907224180877
350,10267302_4603376,705.5567246882435,98.4877859441414,1.853020437796999
351,14797168_4603376,32191.10752245003,86.35605266995681,3.3831218110195476
352,16502284_14261588,177.7732184752481,-58.815884980004824,1.2848298177493092
353,16502284_16521378,46.87783159621222,-48.87592614430787,1.1742579003940334
354,16502284_10870198,5258.716879655487,-39.49033860283805,1.3822745341626026
355,16502284_9349228,13450.350387658924,-12.903649451475275,1.7833356368653206
356,16502284_13902210,101.01288849475047,-24.247500467674087,5.632337545081939
357,16502290_16521382,46.87783159621222,-48.87592614430787,1.1742579003940334
358,16502290_13902214,101.01288849475047,-24.247500467674087,5.632337545081939
359,11762956_16908044,12379.916053698635,-145.79508844648083,0.7805953740894235
360,16806884_11051290,30240.301777432865,-119.1163300878941,2.7010538995464786
361,10427932_9435970,26.399802653772117,-34.221039984825715,1.7790411538642756
362,4643612_17567660,1487.4032615240922,-68.21735955120143,1.6937999376534665
363,7326472_13237968,141640.471656904,-13.613384075610625,2.4693806184745246
364,13754266_1002404,960.5640717402732,0.2732949112265075,2.8563441069815214
365,10994018_10994602,19891.842279778502,-110.7777201617799,2.846616172824974
366,7838088_2692250,229.0282935782014,-14.12001567418163,1.0865818770512004
367,136551_13164618,1588.1484097219916,15.858107319551841,0.9149079399034893
368,14076256_14107974,1588.1484097219916,15.858107319551841,0.9149079399034893
369,14417072_7466342,747.0193847463644,68.80886873588058,7.39321338745959
370,17798882_9984678,459981.79296036926,17.481025432390723,1.5490179317456743
371,7920992_7406486,57231.4862166587,-4.8642523963334625,1.8160681552013744
372,17798888_9984680,459981.79296036926,17.481025432390723,1.5490179317456743
373,7022814_6672412,14585.657751109531,68.7057468936759,2.274873886326057
374,14797496_13237968,354.5651734375623,-23.27328542659106,2.3538524821268103
375,14951282_13237968,598.1374059460748,-11.34600449196428,1.1501676352213104
376,14687992_12421146,6367.260533230541,-206.39904571376448,1.4907591485246527
377,4603378_9780092,85.05458964503005,47.52066146734103,1.7793722363326423
378,4603378_483332,68.99538816248776,35.500541353820424,1.8453745911552624
379,15344138_1055704,176882.9622188122,64.21008796496014,3.9689261226090045
380,7966652_1055704,181701.30743701893,134.32715713449235,2.576335895759121
381,15344138_486064,201.64848846249072,38.990349861283164,3.383203072722136
382,7966652_486064,198.12009292806937,68.48496475572712,1.6013413328131425
383,12432106_9447060,1990.0380816085922,63.32504777333918,4.138287791583372
384,10267292_9447060,1136.975129375153,98.48783161631127,1.8790017145487456
385,7968498_17567716,830.4520773411215,-0.17699096418343174,1.2805789326490353
386,7968498_17542602,1181.630340706674,3.249938001051021,1.691763821409258
387,8254298_17567716,769.2952968858298,-5.922043369897665,2.311681580446865
388,11353770_11385764,383.6898554823011,-84.6908113092104,0.8470028413907921
389,564332_17644210,204.56189060790803,6.9751499458126744,1.173982134486992
390,11353770_18312782,223.22110781438482,1.1338358182490111,0.9242858824309386
391,14795908_13466156,560.895754782832,138.69242755514693,1.4624899987338387
392,7968502_13437664,31095.87523870776,-15.908936915762148,4.007683236116113
393,8254302_13971642,15267.565804522834,-49.720594945854174,1.8305145569486252
394,8254302_15766326,681.040672577833,123.62972649809839,1.4930245428659745
